TRDAR_CD,TRDAR_CD_NM,ADSTRD_CD,ADSTRD_CD_NM,SIGNGU_CD,SIGNGU_CD_NM
13085,석촌호수로_D,11710680,잠실3동,11710,송파구
13086,신길로_B,11560650,신길3동,11560,영등포구
13087,상도로_F,11590540,상도2동,11590,동작구
13088,석촌호수로_E,11710600,석촌동,11710,송파구
13089,송파대로49길,11710600,석촌동,11710,송파구
13090,상도로_G,11590540,상도2동,11590,동작구
13091,공원로8길,11530560,구로5동,11530,구로구
13092,신반포로_A,11650580,반포3동,11650,서초구
13093,상도로_H,11590540,상도2동,11590,동작구
13094,백제고분로18길,11710650,잠실본동,11710,송파구
13095,백제고분로41길_B,11710580,송파1동,11710,송파구
13096,언주로107길,11680640,역삼1동,11680,강남구
13099,석촌호수로_F,11710610,삼전동,11710,송파구
13100,백제고분로_H,11710650,잠실본동,11710,송파구
13101,백제고분로46길_B,11710580,송파1동,11710,송파구
13102,신반포로_B,11650580,반포3동,11650,서초구
13103,가락로28길,11710590,송파2동,11710,송파구
13104,마천로_A,11710570,오금동,11710,송파구
13105,여의대방로_B,11590660,대방동,11590,동작구
13106,석촌호수로_G,11710650,잠실본동,11710,송파구
13107,석촌호수로_H,11710600,석촌동,11710,송파구
13108,논현로_C,11680640,역삼1동,11680,강남구
13109,백제고분로_I,11710650,잠실본동,11710,송파구
13110,장승배기로10길,11590540,상도2동,11590,동작구
13111,상도로_I,11590540,상도2동,11590,동작구
13112,오금로35길,11710570,오금동,11710,송파구
13113,반포대로_A,11650580,반포3동,11650,서초구
13114,송파대로,11710600,석촌동,11710,송파구
13115,사평대로55길,11650560,반포1동,11650,서초구
13116,새말로16길,11530560,구로5동,11530,구로구
13117,가락로_C,11710600,석촌동,11710,송파구
13118,서래로_A,11650581,반포4동,11650,서초구
13119,상도로_J,11590530,상도1동,11590,동작구
13120,동남로_A,11710570,오금동,11710,송파구
13121,삼성로63길,11680630,대치4동,11680,강남구
13123,여의대방로_C,11590680,신대방2동,11590,동작구
13124,보라매로_A,11590680,신대방2동,11590,동작구
13125,서래로_B,11650581,반포4동,11650,서초구
13126,가락로12길,11710600,석촌동,11710,송파구
13127,가락로_D,11710600,석촌동,11710,송파구
13128,송이로_A,11710620,가락본동,11710,송파구
13129,경인로_A,11530720,고척1동,11530,구로구
13130,도곡로_A,11680610,대치2동,11680,강남구
13131,도곡로_B,11680630,대치4동,11680,강남구
13132,보라매로_B,11590680,신대방2동,11590,동작구
13133,상도로37길,11590530,상도1동,11590,동작구
13134,상도로_K,11590530,상도1동,11590,동작구
13135,경인로_B,11530740,개봉1동,11530,구로구
13136,구로동로42길,11530530,구로2동,11530,구로구
13137,구로동로_A,11530530,구로2동,11530,구로구
13139,여의대방로24길,11590660,대방동,11590,동작구
13140,대림로_B,11560720,대림3동,11560,영등포구
13143,서래로_C,11650581,반포4동,11650,서초구
13144,경인로_C,11530720,고척1동,11530,구로구
13145,가락로_E,11710600,석촌동,11710,송파구
13146,여의대방로22길,11590660,대방동,11590,동작구
13147,거마로_A,11710550,마천2동,11710,송파구
13148,오금로36길_A,11710620,가락본동,11710,송파구
13149,역삼로_C,11680650,역삼2동,11680,강남구
13152,삼성로64길,11680610,대치2동,11680,강남구
13153,오금로36길_B,11710620,가락본동,11710,송파구
13154,백제고분로32길,11710610,삼전동,11710,송파구
13155,사평대로,11650581,반포4동,11650,서초구
13156,송파대로37길,11710600,석촌동,11710,송파구
13157,성대로1길,11590560,상도4동,11590,동작구
13158,경서로,11530740,개봉1동,11530,구로구
13159,대림로_C,11560720,대림3동,11560,영등포구
13160,백제고분로22길,11710610,삼전동,11710,송파구
13162,상도로_L,11590530,상도1동,11590,동작구
13163,서초중앙로29길,11650581,반포4동,11650,서초구
13166,삼성로_E,11680630,대치4동,11680,강남구
13168,역삼로_D,11680630,대치4동,11680,강남구
13169,언주로_C,11680650,역삼2동,11680,강남구
13170,신반포로_C,11650550,반포본동,11650,서초구
13171,삼성로_F,11680610,대치2동,11680,강남구
13172,신반포로_D,11650550,반포본동,11650,서초구
13173,신반포로3길,11650550,반포본동,11650,서초구
13174,백제고분로40길,11710600,석촌동,11710,송파구
13175,중앙로6길,11530720,고척1동,11530,구로구
13176,공원로,11530560,구로5동,11530,구로구
13177,가마산로_A,11560720,대림3동,11560,영등포구
13179,신반포로_E,11650550,반포본동,11650,서초구
13180,삼학사로_B,11710610,삼전동,11710,송파구
13182,백제고분로34길,11710600,석촌동,11710,송파구
13183,백제고분로_J,11710610,삼전동,11710,송파구
13184,송이로17길,11710620,가락본동,11710,송파구
13185,구로중앙로14길,11530550,구로4동,11530,구로구
13186,개봉로17길,11530750,개봉2동,11530,구로구
13187,동남로18길_A,11710632,가락2동,11710,송파구
13188,오금로_A,11710531,거여1동,11710,송파구
13189,부일로15길,11530790,수궁동,11530,구로구
13190,언주로_D,11680650,역삼2동,11680,강남구
13192,오금로46길_A,11710632,가락2동,11710,송파구
13194,도곡로_C,11680650,역삼2동,11680,강남구
13195,도림로_B,11560710,대림2동,11560,영등포구
13196,개포로_A,11680740,일원2동,11680,강남구
13197,거마로_B,11710532,거여2동,11710,송파구
13198,거마로_C,11710531,거여1동,11710,송파구
13199,오류로8길_A,11530780,오류2동,11530,구로구
13200,도림로_C,11560710,대림2동,11560,영등포구
13201,방배로_A,11650590,방배본동,11650,서초구
13202,오류로8길_B,11530780,오류2동,11530,구로구
13203,송이로_B,11710632,가락2동,11710,송파구
13204,중대로12길,11710620,가락본동,11710,송파구
13205,오금로46길_B,11710632,가락2동,11710,송파구
13206,방배로42길,11650590,방배본동,11650,서초구
13207,개봉로20길,11530760,개봉3동,11530,구로구
13208,상도로61길,11590530,상도1동,11590,동작구
13209,마천로_B,11710540,마천1동,11710,송파구
13211,영동대로,11680610,대치2동,11680,강남구
13212,마천로41길_A,11710550,마천2동,11710,송파구
13213,대림로29길,11560720,대림3동,11560,영등포구
13214,도곡로_D,11680600,대치1동,11680,강남구
13215,상도로_M,11590530,상도1동,11590,동작구
13216,대림로_D,11560720,대림3동,11560,영등포구
13217,서초중앙로24길,11650531,서초4동,11650,서초구
13218,사당로_A,11590530,상도1동,11590,동작구
13222,중대로9길,11710620,가락본동,11710,송파구
13223,경인로_D,11530770,오류1동,11530,구로구
13224,오금로_B,11710632,가락2동,11710,송파구
13225,역삼로_E,11680650,역삼2동,11680,강남구
13227,구일로10길,11530520,구로1동,11530,구로구
13228,동작대로,11650590,방배본동,11650,서초구
13229,서래로_D,11650581,반포4동,11650,서초구
13230,삼성로_G,11680610,대치2동,11680,강남구
13231,마천로41길_B,11710550,마천2동,11710,송파구
13232,상도로_N,11590530,상도1동,11590,동작구
13233,논현로72길,11680650,역삼2동,11680,강남구
13234,가마산로_B,11530560,구로5동,11530,구로구
13235,방배중앙로,11650590,방배본동,11650,서초구
13236,삼성로57길,11680600,대치1동,11680,강남구
13237,방배중앙로25길,11650590,방배본동,11650,서초구
13238,남부순환로97길,11530750,개봉2동,11530,구로구
13239,마천로45길,11710550,마천2동,11710,송파구
13240,선릉로_C,11680650,역삼2동,11680,강남구
13241,개봉로23가길,11530740,개봉1동,11530,구로구
13242,거마로20길,11710550,마천2동,11710,송파구
13243,대림로27가길,11560720,대림3동,11560,영등포구
13244,동남로_B,11710632,가락2동,11710,송파구
13245,마천로41길_C,11710540,마천1동,11710,송파구
13246,구로동로_B,11530530,구로2동,11530,구로구
13247,디지털로31길,11530540,구로3동,11530,구로구
13249,효령로_A,11650520,서초2동,11650,서초구
13250,신대방1가길,11590670,신대방1동,11590,동작구
13251,대림로_E,11590670,신대방1동,11590,동작구
13253,서초대로25길,11650621,방배4동,11650,서초구
13254,개포로_B,11680670,개포2동,11680,강남구
13255,양재대로55길,11680730,일원1동,11680,강남구
13256,동남로_C,11710641,문정1동,11710,송파구
13257,봉천로_A,11620525,보라매동,11620,관악구
13258,언주로30길_A,11680656,도곡2동,11680,강남구
13259,언주로30길_B,11680656,도곡2동,11680,강남구
13260,방배로_B,11650621,방배4동,11650,서초구
13261,구로동로_C,11530550,구로4동,11530,구로구
13262,동남로_D,11710620,가락본동,11710,송파구
13264,일원로9길,11680730,일원1동,11680,강남구
13265,대림로_F,11560710,대림2동,11560,영등포구
13266,시흥대로_A,11560710,대림2동,11560,영등포구
13267,동남로6길_A,11710641,문정1동,11710,송파구
13268,보라매로_C,11620525,보라매동,11620,관악구
13269,동작대로29나길,11590630,사당2동,11590,동작구
13270,일원로,11680730,일원1동,11680,강남구
13272,시흥대로_B,11590670,신대방1동,11590,동작구
13273,동광로_A,11650621,방배4동,11650,서초구
13274,오금로_C,11710532,거여2동,11710,송파구
13275,시흥대로_C,11560700,대림1동,11560,영등포구
13276,당곡길,11620525,보라매동,11620,관악구
13277,일원로3길,11680730,일원1동,11680,강남구
13278,구로동로_D,11530530,구로2동,11530,구로구
13280,도곡로_E,11680655,도곡1동,11680,강남구
13281,구로동로26길_A,11530550,구로4동,11530,구로구
13282,중대로,11710642,문정2동,11710,송파구
13284,신대방길,11590670,신대방1동,11590,동작구
13286,구로동로26길_B,11530550,구로4동,11530,구로구
13287,방배로_C,11650621,방배4동,11650,서초구
13288,동광로_B,11650590,방배본동,11650,서초구
13289,도림로_D,11530550,구로4동,11530,구로구
13290,구로동로28길_A,11530550,구로4동,11530,구로구
13291,오류로8길_C,11530780,오류2동,11530,구로구
13292,오금로_D,11710532,거여2동,11710,송파구
13293,도림로_E,11530550,구로4동,11530,구로구
13294,동남로18길_B,11710632,가락2동,11710,송파구
13295,구로중앙로_A,11530550,구로4동,11530,구로구
13296,디지털로53길,11560710,대림2동,11560,영등포구
13297,오금로_E,11710531,거여1동,11710,송파구
13298,사임당로,11650520,서초2동,11650,서초구
13300,구로동로28길_B,11530530,구로2동,11530,구로구
13301,구로동로22길,11530550,구로4동,11530,구로구
13302,조원로_A,11620725,조원동,11620,관악구
13303,남부순환로333길,11650510,서초1동,11650,서초구
13304,시흥대로_D,11620725,조원동,11620,관악구
13305,서초대로24길,11650600,방배1동,11650,서초구
13307,사당로_B,11590640,사당3동,11590,동작구
13308,행운1길,11620575,행운동,11620,관악구
13309,남부순환로_C,11620685,신사동,11620,관악구
13310,사당로_C,11590651,사당5동,11590,동작구
13311,난곡로_A,11620685,신사동,11620,관악구
13314,관악로_A,11620615,중앙동,11620,관악구
13315,사당로16가길_A,11590650,사당4동,11590,동작구
13316,도구로,11650621,방배4동,11650,서초구
13317,도림로_F,11530550,구로4동,11530,구로구
13320,난곡로_B,11620725,조원동,11620,관악구
13321,논현로28길,11680656,도곡2동,11680,강남구
13322,효령로_B,11650530,서초3동,11650,서초구
13323,구로동로_E,11530595,가리봉동,11530,구로구
13324,서운로,11650520,서초2동,11650,서초구
13325,서초대로,11650610,방배2동,11650,서초구
13327,신사로,11620725,조원동,11620,관악구
13328,개봉로3길_A,11530760,개봉3동,11530,구로구
13329,개봉로3길_B,11530760,개봉3동,11530,구로구
13330,동남로4길_A,11710641,문정1동,11710,송파구
13331,관악로_B,11620565,성현동,11620,관악구
13332,천왕로,11530780,오류2동,11530,구로구
13334,언주로30길_C,11680656,도곡2동,11680,강남구
13335,반포대로_B,11650530,서초3동,11650,서초구
13336,방배로_D,11650600,방배1동,11650,서초구
13337,신림동7길,11620695,신림동,11620,관악구
13338,은천로_A,11620615,중앙동,11620,관악구
13339,동남로4길_B,11710641,문정1동,11710,송파구
13340,봉천로6길,11620695,신림동,11620,관악구
13341,송이로31길,11710646,장지동,11710,송파구
13343,개포로82길,11680670,개포2동,11680,강남구
13344,양녕로,11620565,성현동,11620,관악구
13345,구로동로_F,11530530,구로2동,11530,구로구
13346,은천로_B,11620525,보라매동,11620,관악구
13347,난곡로_C,11620685,신사동,11620,관악구
13348,개봉로3길_C,11530760,개봉3동,11530,구로구
13351,동남로6길_B,11710641,문정1동,11710,송파구
13353,개봉로11길,11530760,개봉3동,11530,구로구
13354,방배로27길,11650621,방배4동,11650,서초구
13355,바우뫼로37길,11650651,양재1동,11650,서초구
13356,신원로,11620655,신원동,11620,관악구
13357,새말로8길,11710646,장지동,11710,송파구
13358,남부순환로_D,11620585,낙성대동,11620,관악구
13359,남부순환로_E,11620575,행운동,11620,관악구
13360,남부순환로_F,11545630,독산3동,11545,금천구
13361,바우뫼로_A,11650651,양재1동,11650,서초구
13362,쑥고개로_A,11620595,청룡동,11620,관악구
13363,디지털로_A,11530595,가리봉동,11530,구로구
13364,남부순환로_G,11545630,독산3동,11545,금천구
13366,남부순환로_H,11620575,행운동,11620,관악구
13367,방배천로6길,11650610,방배2동,11650,서초구
13369,남부순환로_I,11620725,조원동,11620,관악구
13370,가산디지털2로,11545510,가산동,11545,금천구
13371,쑥고개로_B,11620595,청룡동,11620,관악구
13372,남부순환로_J,11620605,은천동,11620,관악구
13373,쑥고개로11길,11620595,청룡동,11620,관악구
13375,조원로2길,11620725,조원동,11620,관악구
13376,사당로30길,11590620,사당1동,11590,동작구
13377,조원중앙로2길,11620725,조원동,11620,관악구
13378,송이로36길,11710646,장지동,11710,송파구
13379,방배천로16길,11650610,방배2동,11650,서초구
13380,시흥대로_E,11620725,조원동,11620,관악구
13381,서부샛길,11545510,가산동,11545,금천구
13382,논현로26길,11680656,도곡2동,11680,강남구
13383,논현로_D,11650651,양재1동,11650,서초구
13384,남부순환로_K,11620685,신사동,11620,관악구
13385,강남대로30길,11650651,양재1동,11650,서초구
13386,선릉로_D,11680670,개포2동,11680,강남구
13387,디지털로_B,11530595,가리봉동,11530,구로구
13388,관악로_C,11620615,중앙동,11620,관악구
13389,신원로3길,11620655,신원동,11620,관악구
13390,난곡로_D,11620725,조원동,11620,관악구
13391,새말로17길,11710646,장지동,11710,송파구
13394,남부순환로_L,11620765,미성동,11620,관악구
13395,반포대로_C,11650530,서초3동,11650,서초구
13396,사당로16길_A,11590650,사당4동,11590,동작구
13397,남부순환로_M,11620725,조원동,11620,관악구
13398,봉천로_B,11620615,중앙동,11620,관악구
13400,남부순환로_N,11620765,미성동,11620,관악구
13401,봉천로_C,11620605,은천동,11620,관악구
13402,사당로_D,11590620,사당1동,11590,동작구
13403,남부순환로161가길,11620685,신사동,11620,관악구
13404,사당로16가길_B,11590650,사당4동,11590,동작구
13405,봉천로30길,11620605,은천동,11620,관악구
13407,사당로_E,11590640,사당3동,11590,동작구
13408,구로동로_G,11530595,가리봉동,11530,구로구
13409,봉천로_D,11620605,은천동,11620,관악구
13410,남부순환로_O,11650651,양재1동,11650,서초구
13411,반포대로_D,11650530,서초3동,11650,서초구
13413,조원로16길,11620725,조원동,11620,관악구
13414,우마길,11530595,가리봉동,11530,구로구
13415,난우길,11620765,미성동,11620,관악구
13416,난곡로_E,11620765,미성동,11620,관악구
13418,논현로10길,11680690,개포4동,11680,강남구
13419,독산로85길,11545630,독산3동,11545,금천구
13420,마방로6길,11650652,양재2동,11650,서초구
13421,난곡로_F,11620765,미성동,11620,관악구
13422,남부순환로248길,11620625,인헌동,11620,관악구
13423,난곡로_G,11620775,난곡동,11620,관악구
13424,시흥대로148길,11545630,독산3동,11545,금천구
13425,시흥대로138길,11545630,독산3동,11545,금천구
13426,난곡로_H,11620775,난곡동,11620,관악구
13427,법원단지길,11620775,난곡동,11620,관악구
13428,가산로3길,11545610,독산1동,11545,금천구
13429,인헌길,11620625,인헌동,11620,관악구
13430,낙성대역길,11620625,인헌동,11620,관악구
13431,관악로14길,11620585,낙성대동,11620,관악구
13432,동작대로7길,11590620,사당1동,11590,동작구
13434,남부순환로_P,11620585,낙성대동,11620,관악구
13435,양재천로,11650651,양재1동,11650,서초구
13436,시흥대로_F,11545610,독산1동,11545,금천구
13437,남부순환로_Q,11620630,남현동,11620,관악구
13438,남현길,11620630,남현동,11620,관악구
13439,신림로_A,11620665,서림동,11620,관악구
13440,방배로_E,11650620,방배3동,11650,서초구
13441,시흥대로153길,11545510,가산동,11545,금천구
13442,독산로_A,11545630,독산3동,11545,금천구
13443,독산로_B,11545630,독산3동,11545,금천구
13444,개포로22길,11680690,개포4동,11680,강남구
13445,남부순환로_R,11590620,사당1동,11590,동작구
13446,남부순환로_S,11620625,인헌동,11620,관악구
13447,개포로_C,11680690,개포4동,11680,강남구
13448,가산로_A,11545510,가산동,11545,금천구
13449,남부순환로_T,11620575,행운동,11620,관악구
13450,개포로15길,11680690,개포4동,11680,강남구
13451,시흥대로151길,11545610,독산1동,11545,금천구
13452,낙성대로,11620585,낙성대동,11620,관악구
13453,바우뫼로_B,11650651,양재1동,11650,서초구
13454,개포로_D,11680690,개포4동,11680,강남구
13455,남부순환로_U,11620575,행운동,11620,관악구
13457,태봉로,11650651,양재1동,11650,서초구
13458,시흥대로_G,11545610,독산1동,11545,금천구
13459,독산로64길,11545620,독산2동,11545,금천구
13460,범안로_A,11545640,독산4동,11545,금천구
13461,강남대로8길,11650652,양재2동,11650,서초구
13462,강남대로10길,11650652,양재2동,11650,서초구
13463,시흥대로_H,11545620,독산2동,11545,금천구
13464,범안로_B,11545620,독산2동,11545,금천구
13465,대학길,11620735,대학동,11620,관악구
13466,논현로11길,11650652,양재2동,11650,서초구
13467,독산로75길,11545640,독산4동,11545,금천구
13469,신림로11길,11620735,대학동,11620,관악구
13470,동산로_A,11650652,양재2동,11650,서초구
13471,강남대로18길,11650652,양재2동,11650,서초구
13472,호암로,11620745,삼성동,11620,관악구
13473,독산로_C,11545640,독산4동,11545,금천구
13475,신림로_B,11620665,서림동,11620,관악구
13476,시흥대로_I,11545640,독산4동,11545,금천구
13477,마방로2길,11650652,양재2동,11650,서초구
13478,동산로_B,11650652,양재2동,11650,서초구
13479,신림로_C,11620735,대학동,11620,관악구
13480,가산로_B,11545610,독산1동,11545,금천구
13481,시흥대로122길,11545640,독산4동,11545,금천구
13483,호암로26길,11620735,대학동,11620,관악구
13484,독산로_D,11545670,시흥1동,11545,금천구
13486,독산로39길,11545670,시흥1동,11545,금천구
13487,시흥대로62길,11545670,시흥1동,11545,금천구
13488,독산로_E,11545700,시흥4동,11545,금천구
13489,독산로_F,11545620,독산2동,11545,금천구
13490,은행나무로,11545670,시흥1동,11545,금천구
13491,시흥대로_J,11545670,시흥1동,11545,금천구
13492,시흥대로_K,11545690,시흥3동,11545,금천구
13493,금하로_A,11545670,시흥1동,11545,금천구
13494,독산로_G,11545710,시흥5동,11545,금천구
13495,금하로24길,11545710,시흥5동,11545,금천구
13496,금하로_B,11545700,시흥4동,11545,금천구
13497,시흥대로50길,11545670,시흥1동,11545,금천구
13499,금하로25길,11545710,시흥5동,11545,금천구
13500,금하로_C,11545670,시흥1동,11545,금천구
13502,시흥대로_L,11545690,시흥3동,11545,금천구
13503,시흥대로_M,11545690,시흥3동,11545,금천구
13505,화랑로11길,11290725,월곡2동,11290,성북구
13506,화곡로_L,11500560,화곡3동,11500,강서구
13507,길음로_B,11290660,길음1동,11290,성북구
13508,동숭길,11110640,이화동,11110,종로구
13509,거북골로_C,11410700,남가좌2동,11410,서대문구
13510,신촌로_E,11410585,신촌동,11410,서대문구
13512,조원로_B,11620685,신사동,11620,관악구
13513,동일로217가길,11350695,상계6.7동,11350,노원구
13514,영동대로112길,11680580,삼성1동,11680,강남구
13515,효령로_C,11650520,서초2동,11650,서초구
13516,등촌로_G,11500530,등촌2동,11500,강서구
13517,목동동로8길,11470630,신정2동,11470,양천구
13518,학동로88길,11680580,삼성1동,11680,강남구
13519,국사봉1길,11590550,상도3동,11590,동작구
13520,덕릉로_F,11320512,창2동,11320,도봉구
13521,봉화산로_B,11260680,신내1동,11260,중랑구
13523,뚝섬로_C,11215840,자양3동,11215,광진구
13524,동남로_E,11710632,가락2동,11710,송파구
13525,사당로16길_B,11590650,사당4동,11590,동작구
13526,와우산로_D,11440655,서강동,11440,마포구
13527,동호로_B,11140625,다산동,11140,중구
13528,도봉로169나길,11320521,도봉1동,11320,도봉구
13529,사가정로_E,11230660,장안2동,11230,동대문구
13530,새창로_B,11170590,용문동,11170,용산구
13531,올림픽로12길,11710650,잠실본동,11710,송파구
13532,마천로51길,11710550,마천2동,11710,송파구
13533,종암로22길,11290705,종암동,11290,성북구
13534,까치산로_B,11500591,화곡6동,11500,강서구
13535,석촌호수로_I,11710650,잠실본동,11710,송파구
13537,오목로_G,11470650,신정4동,11470,양천구
13538,봉은사로_C,11680531,논현2동,11680,강남구
13539,동남로_F,11710641,문정1동,11710,송파구
13540,논현로5길,11650652,양재2동,11650,서초구
13541,긴고랑로11길,11215740,중곡1동,11215,광진구
13542,상일로_D,11740520,상일동,11740,강동구
13543,한글비석로24길,11350670,상계5동,11350,노원구
13544,고척로30길,11530740,개봉1동,11530,구로구
13545,성수일로,11200660,성수1가2동,11200,성동구
13546,서초중앙로,11650560,반포1동,11650,서초구
13547,고척로_C,11530730,고척2동,11530,구로구
13550,사가정로25길,11230660,장안2동,11230,동대문구
13551,영화사로_D,11215770,중곡4동,11215,광진구
13552,회나무로,11170660,이태원2동,11170,용산구
13553,도곡로_F,11680640,역삼1동,11680,강남구
13554,휘경로3길,11230740,이문1동,11230,동대문구
13555,응암로12길,11380600,응암3동,11380,은평구
13556,회기로_F,11230710,회기동,11230,동대문구
13557,면목로48길,11260575,면목3.8동,11260,중랑구
13558,보문로_F,11290610,보문동,11290,성북구
13559,은평터널로,11380650,수색동,11380,은평구
13561,전농로_C,11230610,답십리2동,11230,동대문구
13562,고산자로34길,11230536,용신동,11230,동대문구
13563,한글비석로52길,11350670,상계5동,11350,노원구
13565,백범로_E,11440610,염리동,11440,마포구
13567,녹사평대로54길,11170660,이태원2동,11170,용산구
13568,천중로,11740685,길동,11740,강동구
13569,서오릉로_H,11380625,역촌동,11380,은평구
13571,강서로_L,11500540,화곡1동,11500,강서구
13572,논현로18길,11680690,개포4동,11680,강남구
13573,송이로_C,11710620,가락본동,11710,송파구
13574,화곡로_M,11500590,화곡본동,11500,강서구
13576,목동동로_C,11470550,목5동,11470,양천구
13577,개운사길_B,11290600,안암동,11290,성북구
13578,아차산로_H,11215820,자양1동,11215,광진구
13580,왕산로_B,11230545,제기동,11230,동대문구
13583,대림로_G,11560700,대림1동,11560,영등포구
13586,은천로_C,11620605,은천동,11620,관악구
13587,논현로_E,11680521,논현1동,11680,강남구
13588,신월로_G,11470610,신월6동,11470,양천구
13589,백제고분로_K,11710580,송파1동,11710,송파구
13591,새말로_B,11710646,장지동,11710,송파구
13592,남부순환로_V,11620605,은천동,11620,관악구
13593,응암로_F,11380580,응암1동,11380,은평구
13594,강서로_M,11500560,화곡3동,11500,강서구
13595,올림픽로_O,11710680,잠실3동,11710,송파구
13596,백제고분로45길,11710580,송파1동,11710,송파구
13597,망우로_J,11230730,휘경2동,11230,동대문구
13598,역삼로_F,11680610,대치2동,11680,강남구
13599,봉천로_E,11620625,인헌동,11620,관악구
13600,남부순환로_W,11620575,행운동,11620,관악구
13601,통일로_M,11410655,홍제2동,11410,서대문구
13602,언주로97길,11680640,역삼1동,11680,강남구
13603,보문로38길,11290555,삼선동,11290,성북구
13604,도곡로77길,11680630,대치4동,11680,강남구
13605,양재대로_K,11740600,천호1동,11740,강동구
13606,통일로_N,11380530,불광2동,11380,은평구
13607,군자로,11215730,군자동,11215,광진구
13608,양재천로19길,11650651,양재1동,11650,서초구
13609,돌곶이로,11290810,석관동,11290,성북구
13610,다산로_G,11140645,청구동,11140,중구
13611,방배로_F,11650620,방배3동,11650,서초구
13612,고척로_D,11530740,개봉1동,11530,구로구
13613,백제고분로42길,11710580,송파1동,11710,송파구
13614,백제고분로39길,11710600,석촌동,11710,송파구
13615,응암로13길_B,11380600,응암3동,11380,은평구
13616,삼선교로10길,11290555,삼선동,11290,성북구
13617,능동로13길,11215710,화양동,11215,광진구
13618,한글비석로_L,11350624,중계4동,11350,노원구
13619,방학로_B,11320700,방학2동,11320,도봉구
13620,동일로22길,11215710,화양동,11215,광진구
13621,대림로_H,11560720,대림3동,11560,영등포구
13622,서초중앙로22길,11650510,서초1동,11650,서초구
13623,면목로_P,11260565,면목본동,11260,중랑구
13624,곰달래로13길_C,11470560,신월1동,11470,양천구
13626,구로중앙로_B,11530530,구로2동,11530,구로구
13627,의사당대로_B,11560540,여의동,11560,영등포구
13629,중앙로_F,11470640,신정3동,11470,양천구
13630,관악로_D,11620615,중앙동,11620,관악구
13631,도봉로_T,11305545,송중동,11305,강북구
13632,오목로_H,11470510,목1동,11470,양천구
13633,자양로_D,11215860,구의2동,11215,광진구
13634,신원로3가길,11620655,신원동,11620,관악구
13635,곰달래로_E,11500570,화곡4동,11500,강서구
13636,목동동로_D,11470550,목5동,11470,양천구
13637,목동서로_D,11470550,목5동,11470,양천구
13638,백제고분로48길,11710562,방이2동,11710,송파구
13639,백제고분로_L,11710562,방이2동,11710,송파구
13640,백제고분로50길,11710562,방이2동,11710,송파구
13641,가락로_F,11710561,방이1동,11710,송파구
13642,양재대로71길,11710561,방이1동,11710,송파구
13643,위례성대로18길,11710561,방이1동,11710,송파구
13644,천호대로83길,11230650,장안1동,11230,동대문구
13645,장한로_D,11230650,장안1동,11230,동대문구
13646,답십리로66길,11230650,장안1동,11230,동대문구
13647,답십리로_C,11230650,장안1동,11230,동대문구
13648,장한로21길,11230650,장안1동,11230,동대문구
13649,율곡로14길,11110630,종로5.6가동,11110,종로구
13650,통일로69길,11380570,대조동,11380,은평구
13651,도봉로152가길,11320522,도봉2동,11320,도봉구
